id_question	question	domain_type	comparison	assessment	detail	scope	entities
1356	Is it family friendly?	domain	non-comparative	subjective	aspect	indefinite	[]
1357	Are there single beds available in the Hotel Amelia?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1358	What is the food like?	domain	non-comparative	subjective	aspect	indefinite	[]
1359	Do the rooms have good views?	domain	non-comparative	subjective	aspect	indefinite	[]
1360	what are the parking facilities like at hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1361	Hotel Isaac was said to be in an amazing location but some mentioned traffic being heard from rooms, would the rooms on the higher floor be more expensive as customers requested to change?	domain	comparative	subjective	aspect	single	['Hotel Isaac']
1362	Is there a lift in the hotel?	domain	non-comparative	factoid	aspect	indefinite	[]
1363	What makes Hotel Emily and Joseph stand out from the crowd?	domain	comparative	subjective	overall	tuple	['Hotel Emily', 'Joseph']
1364	Do all the rooms in the Hotel Emily have a great view/	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1365	How much is it to book 2 nights at the Hotel Carter?	domain	non-comparative	factoid	aspect	single	['Hotel Carter']
1366	are there TVs available in every room at hotel levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1367	Why is this hotel so expensive?	domain	comparative	subjective	aspect	indefinite	[]
1368	How much is it	domain	comparative	factoid	aspect	indefinite	[]
1369	Why is Hotel Emily so expensive?	domain	comparative	subjective	aspect	single	['Hotel Emily']
1370	Which is your favourite?	domain	non-comparative	subjective	overall	indefinite	[]
1371	Hotel lily was some of the most pleasant reviews despite it not being the cheapest, but said a great monetary valued hotel why is that?	domain	comparative	why-recommended	aspect	single	['Hotel Lily']
1372	Why is Hotel Penelope in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1373	Is Hotel Emily a good price	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1374	Is hotel hannah a good location	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1375	Why is Hotel Penelope lower rated?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
1376	is hotel emily a good location	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1377	Why is Hotel Amelia the cheapest?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1378	What food is served at Hotel Penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1379	Why was hotel lily in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
1380	does hotel penelope have nice rooms	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1381	Why is hotel Amelia not most recommended?	domain	comparative	why-recommended	overall	single	['Hotel Amelia']
1382	Why is hotel Amelia not most recommended?	domain	comparative	why-recommended	overall	single	['Hotel Amelia']
1383	is there a diamond head view from every room at hotel amelia?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1384	which hotel is more expensive	domain	comparative	subjective	aspect	indefinite	[]
1385	Is Hotel Hannah modern?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1386	Which hotel has the most comfortable room?	domain	comparative	subjective	aspect	indefinite	[]
1387	why is hotel aria so expensive?	domain	non-comparative	subjective	aspect	single	['Hotel Aria']
1388	Is the Hotel Eveyln located in San Francisco?	domain	non-comparative	subjective	aspect	single	['Hotel Eveyln']
1389	where is hotel emily	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1390	Why is Hotel Amelia a great room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1391	Why is hotel lily ranked lowest?	domain	comparative	why-recommended	overall	single	['Hotel Lily']
1392	Does the Hotel Lily have a swimming pool?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1393	Is Hotel Joseph easy to get to?	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
1394	why is hotel hannah in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1395	Why is Hotel Evelyn a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
1396	why is hotel Isaac in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Isaac']
1397	Which hotel has the best location?	domain	comparative	subjective	aspect	indefinite	[]
1398	Why is the Hotel `Evelyn listed?	domain	non-comparative	why-recommended	overall	tuple	['Hotel', 'Hotel Evelyn']
1399	Why is the Hotel `Evelyn listed?	domain	non-comparative	why-recommended	overall	tuple	['Hotel', 'Hotel Evelyn']
1400	why is hotel Penelope rated 4 stars	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
1401	Is the hotel in a good location?	domain	non-comparative	subjective	aspect	indefinite	[]
1402	Why is Hotel Emily good price?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1403	Where is Hotel Lily located?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1404	Is it family friendly?	domain	non-comparative	subjective	aspect	indefinite	[]
1405	what are the food prices like at hotel evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1406	What is the food like?	domain	non-comparative	subjective	aspect	indefinite	[]
1407	Is there free wifi at Hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1408	What is the food like?	domain	non-comparative	subjective	aspect	indefinite	[]
1409	What is the food like?	domain	non-comparative	subjective	aspect	indefinite	[]
1410	What is the food like?	domain	non-comparative	subjective	aspect	indefinite	[]
1411	What is the food like?	domain	non-comparative	subjective	aspect	indefinite	[]
1412	What makes the room 'good' in hotel penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1413	Why is Hotel Penelope good room?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1414	why is hotel Hannah five stars?	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
1415	Which hotel offers all day food options?	domain	comparative	factoid	aspect	indefinite	[]
1416	Do the rooms have good views?	domain	non-comparative	subjective	aspect	indefinite	[]
1417	Which hotel has the easiest access to the city's main area?	domain	comparative	factoid	aspect	indefinite	[]
1418	what is the bathroom like in hotel hannah	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1419	why is hotel aria the most expensive?	domain	comparative	why-recommended	aspect	indefinite	[]
1420	Do any of these hotels offer gluten free food?	domain	comparative	factoid	aspect	indefinite	[]
1421	Do any of these hotels offer gluten free food?	domain	comparative	factoid	aspect	indefinite	[]
1422	Why is Hotel Levi good location?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1423	Is there a lift in the hotel?	domain	non-comparative	factoid	aspect	indefinite	[]
1424	Which hotel has the best facilities?	domain	comparative	subjective	aspect	indefinite	[]
1425	What makes the price so great for hotel amelia	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1426	how many pools in hotel emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1427	Which hotel has the most positive reviews?	domain	comparative	factoid	overall	indefinite	[]
1428	Which hotel is best for a romantic stay?	domain	comparative	subjective	overall	indefinite	[]
1429	how good is the food at hotel levi	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1430	Are the rooms comfortable?	domain	non-comparative	subjective	aspect	indefinite	[]
1431	can i check in early at hotel emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1432	can i check in early at hotel emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1433	can i check in early at hotel emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1434	Where are these hotels?	domain	non-comparative	factoid	aspect	indefinite	[]
1435	why is Hotel Hannah a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1436	Which hotel has the largest bedrooms?	domain	comparative	factoid	aspect	indefinite	[]
1437	why are the facilities at hotel lily so good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
1438	how good is the food at hotel penelope	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1439	Which hotel has the largest bedrooms?	domain	comparative	factoid	aspect	indefinite	[]
1440	Are the rooms at Hotel Emily comfortable?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1441	Which hotel has the largest bedrooms?	domain	comparative	factoid	aspect	indefinite	[]
1442	Which hotel has the largest bedrooms?	domain	comparative	factoid	aspect	indefinite	[]
1443	Which hotel is child free?	domain	comparative	factoid	aspect	indefinite	[]
1444	how much does it cost to check in early at hotel emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1445	¿Is Hotel Emily near an airport?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1446	What is the difference between a good and very good hotel location	domain	comparative	why-recommended	aspect	indefinite	[]
1447	Which hotel has the best food?	domain	comparative	subjective	aspect	indefinite	[]
1448	How are the facilities at Hotel Henry versus Hotel Emily?	domain	comparative	subjective	aspect	tuple	['Hotel Henry','Hotel Emily']
1449	What facilities are available in Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1450	what are the views of at hotel penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1451	what is good about the location of hotel amelia?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1452	what makes the staff great at hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1453	Why isnt hotel hannah first recommended	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
1454	what facilities does Hotel Amelia have?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1455	What are the facilities at Hotel Henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
1456	discount car rentals?	domain	non-comparative	factoid	aspect	indefinite	[]
1457	What is good about Hotel Henry facilities?	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
1458	What facilities are available in Hotel Penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1459	Where is hotel emily	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1460	what facilities does Hotel hannah have?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1461	What are the facilities at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1462	what is good about the room at hotel amelia	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1463	What facilities are available in Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1464	what makes the location good at hotel penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1465	what makes the room good at hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1466	What facilities does hotel emily have	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1467	why is hotel penelope's location very good	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1468	Is Hotel Emily close to an airport?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1469	Why is Hotel Levi a very good room?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1470	does hotel penelope include breakfast?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1471	what food is there at hotel oliver?	domain	non-comparative	factoid	aspect	single	['Hotel Oliver']
1472	Is Hotel Penelope close to an airport?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1473	why is the price good at hotel oliver	domain	non-comparative	factoid	aspect	single	['Hotel Oliver']
1474	What is good about Hotel Amelia's room?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1475	why are Hotel Emily's facilities great	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1476	what is good about the location of hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1477	Why is hotel Emily more expensive?	domain	comparative	subjective	aspect	single	['Hotel Emily']
1478	Why is hotel Emily more expensive?	domain	comparative	subjective	aspect	single	['Hotel Emily']
1479	Why are the facilities at Hotel Lily very good?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1480	Is Hotel Hannah close to an airport?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1481	is the food nice at hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1482	where is hotel lily?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1483	is the food nice at hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1484	is the food nice at hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1485	is the food nice at hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1486	is the food nice at hotel emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1487	is hotel oliver well priced?	domain	non-comparative	subjective	aspect	single	['Hotel Oliver']
1488	What do the reviews say about Hotel Penelope?	domain	non-comparative	subjective	overall	single	['Hotel Penelope']
1489	Why is the Hotel Hannah a great room?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1490	Does hotel penelope have bus access	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1491	are the staff nice at hotel evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1492	Which hotel has the best location?	domain	comparative	subjective	aspect	indefinite	[]
1493	are the staff nice at hotel evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1494	which hotel includes a gym?	domain	non-comparative	factoid	aspect	indefinite	[]
1495	Why are the beverages good at hotel Hannah?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1496	why is Hotel Hannah's location better than Hotel Levi's?	domain	comparative	why-recommended	aspect	tuple	['Hotel Hannah', 'Hotel Levi']
1497	What are Hotel Lily's facilities like?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
1498	Does the Hotel Chloe have amenities?	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
1499	are the rooms good at hotel levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1500	which hotel is best value for money?	domain	comparative	subjective	aspect	indefinite	[]
1501	Why are the staff great at hotel Levi?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1502	What amenties are at the Hotel Chloe?	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
1503	Why is Hotel Penelope a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1504	What amenities does Hotel Chloe have?	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
1505	Why is Hotel Chloe's location good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Chloe']
1506	is the food good at hotel amelia?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1507	What makes the room very good at hotel Levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1508	Which of these hotels is 5 star?	domain	comparative	factoid	overall	indefinite	[]
1509	what makes Hotel Lily's price worse than Hotel Joseph's?	domain	comparative	why-recommended	aspect	tuple	['Hotel Lily', 'Hotel Joseph']
1510	What facilities does Hotel Chloe have?	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
1511	Is hotel Emily 5* (5 star)?	domain	non-comparative	factoid	overall	single	['Hotel Emily']
1512	What facilities does Hotel Emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1513	Why did you call the price of Hotel Emily a 'very good price'?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1514	what is Hotel Evelyn's price like?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1515	why is hotel Penelope a good room	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1516	Which room is the best?	domain	comparative	subjective	aspect	indefinite	[]
1517	Why is hotel Penelope a very good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1518	Is hotel penelope worth the price?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1519	What is the Hotel Chloe room rating?	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
1520	Does Hotel Penelope have a restaurant and bar?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1521	Why is Hotel Evelyn in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
1522	Which hotel is closest to the airport?	domain	non-comparative	factoid	aspect	indefinite	[]
1523	Does hotel hannah have a pool?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1524	Which hotel has the best rated restaurant?	domain	comparative	factoid	aspect	indefinite	[]
1525	Why does Hotel Henry have 'great food and beverages'?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1526	Why are the rooms at Hotel Penelope rated as good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1527	Is hotel levi good value?	domain	non-comparative	subjective	overall	single	['Hotel Levi']
1528	Which hotel has the biggest room?	domain	comparative	factoid	aspect	indefinite	[]
1529	Which hotel has a swimming pool?	domain	comparative	factoid	aspect	indefinite	[]
1530	is hotel henry 5*	domain	non-comparative	factoid	overall	single	['Hotel Henry']
1531	Why is Hotel Levi a 'very good room'?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1532	Why is the location of Hotel Emily said to be good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1533	Why is the location of Hotel Emily said to be good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1534	what are the best facilities at hotel  evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1535	Why does Hotel Lily have very good facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
1536	Why is Hotel Penelope in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1537	why are the rooms described as great in hotel hannah	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1538	Why is Hotel Amelia a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1539	What makes the room at Hotel Hannah great?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1540	is hotel penelope in the best location of all hotels in this city?	domain	comparative	subjective	aspect	single	['Hotel Penelope']
1541	Why is the location of Hotel Hannah great?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1542	Why is Hotel Chloe a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Chloe']
1543	Are the rooms in Hotel Hannah good?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1544	Have any of the hotels been described as noisy?	domain	non-comparative	subjective	aspect	indefinite	[]
1545	Is hotel emily usually more expensive?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1546	why is hotel emily more expensive	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1547	why does hotel Emily have good facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1548	Which hotel has the best reviews?	domain	comparative	factoid	overall	indefinite	[]
1549	Why is the room at Hotel Amelia great?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1550	Which hotel is the cheapest?	domain	comparative	factoid	aspect	indefinite	[]
1551	Where is Hotel Penelope located?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1552	Why is Hotel Amelia a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1553	why does hotel Hannah have a great room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
1554	Which hotel has the most reviews?	domain	comparative	factoid	overall	indefinite	[]
1555	Why are the facilities at Hotel Isaac very good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Isaac']
1556	Why is Hotel Henry a good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1557	what are the very good facilities at hotel joseph	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
1558	Do any of the hotels have loyalty scheme?	domain	non-comparative	factoid	aspect	indefinite	[]
1559	What facilities does Hotel Emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1560	how does hotel Chloe have a good price?	domain	non-comparative	subjective	aspect	single	['Hotel Chloe']
1561	Why does Hotel Amelia have a great room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1562	Where is Hotel Aria located?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
1563	How cheap is Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1564	why is hotel penelope a good room	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1565	Was the hotel clean	domain	non-comparative	subjective	aspect	indefinite	[]
1566	how does hotel Joseph have a very good price	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
1567	Does your hotel provide breakfast as part of the package?	domain	non-comparative	factoid	aspect	indefinite	[]
1568	how does hotel Evelyn have a good location	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1569	Was the hotel Penelope clean	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1570	how does hotel Penelope have good facilities	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1571	How close is Hotel Emily to the nearest train station?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1572	What is there to do with children near Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1573	why is the east tower better in hotel penelope	domain	comparative	why-recommended	aspect	single	['Hotel Penelope']
1574	Hotel Evelyn does it have a executive lounge	domain	non-comparative	factoid	aspect	single	['Hotel Evelyn']
1575	Why does Hotel Penelope have good rooms?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
1576	Does Hotel Amelia provide food and drink?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1577	What is the check-in time for Hotel Oliver?	domain	non-comparative	factoid	aspect	single	['Hotel Oliver']
1578	How far away is Hotel Penelope from the centre?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1579	what are the bathroom views of the hotel hannah	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1580	Is there parking at Hotel Isaac?	domain	non-comparative	factoid	aspect	single	['Hotel Isaac']
1581	Does Hotel Emily provide vegan food and drink options?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1582	Why is Hotel Emily a very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1583	DO YOU CATER FOR VEGETARIANS?	domain	non-comparative	factoid	aspect	indefinite	[]
1584	Why is the location great at hotel levi	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1585	What is the food like at hotel Aria please	domain	non-comparative	subjective	aspect	single	['Hotel Aria']
1586	Is the location good for the Hotel Levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1587	what is the service like at Hotel Amelia?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
1588	What's the food and drink like at the Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
1589	Why does Hotel Levi have very good rooms and not just good rooms?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1590	is hotel lily noisy	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1591	Is there gym facilities at The hotel Isaac	domain	non-comparative	factoid	aspect	single	['Hotel Isaac']
1592	is hotel levi noisy	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1593	what is the location like at Hotel Henry	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
1594	How come the price is so good for HOTEL AMELIA?	domain	non-comparative	why-recommended	aspect	single	['HOTEL AMELIA']
1595	Why is Hotel Evelyn 4 stars if it's more expensive than many of the hotels that have higher ratings?	domain	comparative	why-recommended	aspect	single	['Hotel Evelyn']
1596	Is there suites at the hotel Lily	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1597	is hotel josephs service bad	domain	non-comparative	subjective	aspect	indefinite	[]
1598	Which hotel has the highest customer satsifaction?	domain	comparative	subjective	overall	indefinite	[]
1599	How good is the food and drink at the hotel Evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
1600	does hotel hannah have good veiws from the room	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1601	is there bad service at hotel joseph	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
1602	How far away is each hotel in km from the airport?	domain	comparative	factoid	aspect	indefinite	[]
1603	Which hotel has the lowest customer satisfaction?	domain	comparative	factoid	aspect	indefinite	[]
1604	what is the food like at hotel levi	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
1605	What kind of facilities does Hotel lily have?	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1606	What do people say about the food at Hotel Emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1607	What do people say about the food at Hotel Emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
1608	Which hotel has the best location?	domain	comparative	subjective	aspect	indefinite	[]
1609	does  hotel lilly have disbaled acess	domain	non-comparative	factoid	aspect	indefinite	[]
1610	Why does Hotel Henry have a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1611	How far away from the airport is Hotel penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
1612	Which hotel has the worst location?	domain	comparative	subjective	aspect	indefinite	[]
1613	What are the stand out facilities at Hotel Hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
1614	Why does Hotel Amelia have a great room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1615	does hotel lily have disbaled access	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1616	What facilites does hotel amelia have?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1617	Which hotel is the cheapest?	domain	comparative	factoid	aspect	indefinite	[]
1618	Why is Hotel Chloe a great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Chloe']
1619	what facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1620	Why does Hotel Evelyn have good food?	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
1621	Is there a spa	domain	non-comparative	factoid	aspect	indefinite	[]
1622	Why does hotel Penelope have five stars?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
1623	Is there a pool	domain	non-comparative	factoid	aspect	indefinite	[]
1624	Why is Hotel Levi good for beverages?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
1625	What do the rooms have in them at hotel levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
1626	Why is Hotel Emily good for facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
1627	where is hotel hannah?7	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
1628	why is hotel amelia in a good location	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
1629	what facilites are in hotel evelynn	domain	non-comparative	factoid	aspect	indefinite	[]
1630	Is there an en-suite	domain	non-comparative	factoid	aspect	indefinite	[]
1631	Why does hotel chloe have good rooms?	domain	non-comparative	why-recommended	aspect	single	['Hotel Chloe']
1632	What time is check in at hotel Amelia	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
1633	Why is Hotel Henry good for price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1634	is there a room with disabled access ?	domain	non-comparative	factoid	aspect	indefinite	[]
1635	What do the reviews of hotel henry mention?	domain	non-comparative	factoid	overall	single	['Hotel Henry']
1636	How is the location of hotel henry great?	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
1637	why does hotel henry have good facilities	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
1638	Is there an en-suite	domain	non-comparative	factoid	aspect	indefinite	[]
1639	why is hotel evelyn so expensive	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
1640	Why does HOTEL AMELIA have a great room?	domain	non-comparative	why-recommended	aspect	single	['HOTEL AMELIA']
1641	Which hotel is nearest the airport?	domain	non-comparative	factoid	aspect	indefinite	[]
1642	What hotel has the best view	domain	comparative	subjective	aspect	indefinite	[]
1643	why is the price for hotel joseph very good when it is the most expensive	domain	comparative	why-recommended	aspect	single	['Hotel Joseph']
1644	Is there outdoor facilities	domain	non-comparative	factoid	aspect	indefinite	[]
1645	what makes the location good?	domain	non-comparative	subjective	aspect	indefinite	[]
1646	which hotel has 5 stars	domain	comparative	factoid	overall	indefinite	[]
1647	does hotel emily have a pool	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1648	where is hotel lily	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1649	What is available in the rooms at hotel emily	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
1650	what time is check in at hotel lily	domain	non-comparative	factoid	aspect	single	['Hotel Lily']
1651	What makes a room good?	domain	non-comparative	subjective	aspect	indefinite	[]
